name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Philosykos Eau de Parfum Diptyque (unisex) ~ 1996,https://www.fragrantica.com/perfume/Diptyque/Philosykos-Eau-de-Parfum-3865.html,54,16,1996,39,70,38,0.3125,0.7714285714285715,39.0,579.0,0.7195121951219512
Un Jardin Apres la Mousson Hermès (unisex) ~ 2008,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Apres-la-Mousson-2736.html,52,14,2008,40,66,38,0.3125,0.7878787878787878,40.0,578.0,0.7307692307692307
Alien Eau Extraordinaire Mugler (female) ~ 2014,https://www.fragrantica.com/perfume/Mugler/Alien-Eau-Extraordinaire-23333.html,68,47,2014,41,115,21,0.24166666666666667,0.591304347826087,41.0,577.0,0.5748031496062992
Grey Vetiver Tom Ford (male) ~ 2009,https://www.fragrantica.com/perfume/Tom-Ford/Grey-Vetiver-6697.html,56,27,2009,42,83,29,0.275,0.6746987951807228,42.0,576.0,0.6421052631578947
Aqva Pour Homme Bvlgari (male) ~ 2005,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Pour-Homme-153.html,52,19,2005,43,71,33,0.2916666666666667,0.7323943661971831,43.0,575.0,0.6867469879518072
L'eau d'Issey Issey Miyake (female) ~ 1992,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,53,21,1992,44,74,32,0.2875,0.7162162162162162,44.0,574.0,0.6744186046511628
Eau de Rochas Rochas (female) ~ 1970,https://www.fragrantica.com/perfume/Rochas/Eau-de-Rochas-2361.html,48,14,1970,45,62,34,0.29583333333333334,0.7741935483870968,45.0,573.0,0.7162162162162162
Allure Homme Edition Blanche Eau de Parfum Chanel (male) ~ 2014,https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Edition-Blanche-Eau-de-Parfum-28942.html,54,27,2014,46,81,27,0.26666666666666666,0.6666666666666666,46.0,572.0,0.6344086021505376
Eau Parfumee au The Blanc Bvlgari (unisex) ~ 2003,https://www.fragrantica.com/perfume/Bvlgari/Eau-Parfumee-au-The-Blanc-145.html,46,19,2003,47,65,27,0.26666666666666666,0.7076923076923077,47.0,571.0,0.6623376623376623
Eclat d’Arpège Lanvin (female) ~ 2002,https://www.fragrantica.com/perfume/Lanvin/Eclat-d-Arpege-988.html,57,43,2002,48,100,14,0.21250000000000002,0.57,48.0,570.0,0.5535714285714286
Eau d'Orange Verte Hermès (unisex) ~ 2009,https://www.fragrantica.com/perfume/Hermes/Eau-d-Orange-Verte-6065.html,42,16,2009,49,58,26,0.2625,0.7241379310344828,49.0,569.0,0.6714285714285714
Cool Water Davidoff (male) ~ 1988,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-507.html,48,29,1988,50,77,19,0.23333333333333334,0.6233766233766234,50.0,568.0,0.5955056179775281
Orange Sanguine Atelier Cologne (unisex) ~ 2011,https://www.fragrantica.com/perfume/Atelier-Cologne/Orange-Sanguine-9420.html,38,14,2011,51,52,24,0.25416666666666665,0.7307692307692307,51.0,567.0,0.671875
Light Blue Eau Intense Dolce&Gabbana (female) ~ 2017,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Eau-Intense-44034.html,53,45,2017,52,98,8,0.1875,0.5408163265306123,52.0,566.0,0.5272727272727272
Terracotta Le Parfum Guerlain (female) ~ 2014,https://www.fragrantica.com/perfume/Guerlain/Terracotta-Le-Parfum-24785.html,41,22,2014,53,63,19,0.23333333333333334,0.6507936507936508,53.0,565.0,0.6133333333333333
Eau d'Hadrien Goutal (unisex) ~ 1980,https://www.fragrantica.com/perfume/Goutal/Eau-d-Hadrien-756.html,37,16,1980,54,53,21,0.24166666666666667,0.6981132075471698,54.0,564.0,0.6461538461538462
Interdit Absente Daniel Josier (unisex),https://www.fragrantica.com/perfume/Daniel-Josier/Interdit-Absente-29792.html,30,4,0,55,34,26,0.2625,0.8823529411764706,55.0,563.0,0.7608695652173914
Clinique Happy Clinique (female) ~ 1998,https://www.fragrantica.com/perfume/Clinique/Clinique-Happy-372.html,52,49,1998,56,101,3,0.16666666666666669,0.5148514851485149,56.0,562.0,0.504424778761062
Silver Mountain Water Creed (unisex) ~ 1995,https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,43,31,1995,57,74,12,0.20416666666666666,0.581081081081081,57.0,561.0,0.5581395348837209
Terre d'Hermes Eau Tres Fraiche Hermès (male) ~ 2014,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Eau-Tres-Fraiche-24060.html,45,35,2014,58,80,10,0.19583333333333333,0.5625,58.0,560.0,0.5434782608695652
Chrome Azzaro (male) ~ 1996,https://www.fragrantica.com/perfume/Azzaro/Chrome-788.html,39,25,1996,59,64,14,0.21250000000000002,0.609375,59.0,559.0,0.5789473684210527
Tommy Girl Tommy Hilfiger (female) ~ 1996,https://www.fragrantica.com/perfume/Tommy-Hilfiger/Tommy-Girl-3016.html,42,34,1996,60,76,8,0.1875,0.5526315789473685,60.0,558.0,0.5340909090909091
Eau de Campagne Sisley (unisex) ~ 1976,https://www.fragrantica.com/perfume/Sisley/Eau-de-Campagne-1003.html,31,12,1976,61,43,19,0.23333333333333334,0.7209302325581395,61.0,557.0,0.6545454545454545
Versace Pour Homme Versace (male) ~ 2008,https://www.fragrantica.com/perfume/Versace/Versace-Pour-Homme-2318.html,31,13,2008,62,44,18,0.22916666666666669,0.7045454545454546,62.0,556.0,0.6428571428571429
Acqua di Parma Blu Mediterraneo Arancia di Capri Acqua di Parma (unisex) ~ 1999,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Arancia-di-Capri-1685.html,27,6,1999,63,33,21,0.24166666666666667,0.8181818181818182,63.0,555.0,0.7111111111111111
Jour d'Hermes Hermès (female) ~ 2013,https://www.fragrantica.com/perfume/Hermes/Jour-d-Hermes-17076.html,35,23,2013,64,58,12,0.20416666666666666,0.603448275862069,64.0,554.0,0.5714285714285714
Un Jardin Sur Le Toit Hermès (unisex) ~ 2011,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-Le-Toit-11502.html,27,7,2011,65,34,20,0.2375,0.7941176470588235,65.0,553.0,0.6956521739130435
Cruise Collection - Escale a Portofino Dior (female) ~ 2008,https://www.fragrantica.com/perfume/Dior/Cruise-Collection-Escale-a-Portofino-3291.html,26,6,2008,66,32,20,0.2375,0.8125,66.0,552.0,0.7045454545454546
Aqua Universalis Maison Francis Kurkdjian (unisex) ~ 2009,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-6804.html,28,11,2009,67,39,17,0.225,0.717948717948718,67.0,551.0,0.6470588235294118
Fleur de Portofino Tom Ford (unisex) ~ 2015,https://www.fragrantica.com/perfume/Tom-Ford/Fleur-de-Portofino-30677.html,40,36,2015,68,76,4,0.17083333333333334,0.5263157894736842,68.0,550.0,0.5113636363636364
Sun di Gioia Giorgio Armani (female) ~ 2016,https://www.fragrantica.com/perfume/Giorgio-Armani/Sun-di-Gioia-36600.html,35,28,2016,69,63,7,0.18333333333333335,0.5555555555555556,69.0,549.0,0.5333333333333333
Parfum d'Ete 2002 Kenzo (female) ~ 2002,https://www.fragrantica.com/perfume/Kenzo/Parfum-d-Ete-2002-80.html,24,6,2002,70,30,18,0.22916666666666669,0.8,70.0,548.0,0.6904761904761905
Eau de Cartier Cartier (unisex) ~ 2001,https://www.fragrantica.com/perfume/Cartier/Eau-de-Cartier-309.html,31,22,2001,71,53,9,0.19166666666666668,0.5849056603773585,71.0,547.0,0.5538461538461539
L'Homme Yves Saint Laurent (male) ~ 2006,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/L-Homme-734.html,31,22,2006,72,53,9,0.19166666666666668,0.5849056603773585,72.0,546.0,0.5538461538461539
Aqua Allegoria Limon Verde Guerlain (unisex) ~ 2014,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Limon-Verde-23369.html,25,10,2014,73,35,15,0.21666666666666667,0.7142857142857143,73.0,545.0,0.6382978723404256
Molecule 01 Escentric Molecules (unisex) ~ 2006,https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-01-845.html,37,35,2006,74,72,2,0.1625,0.5138888888888888,74.0,544.0,0.5
Soleil Blanc Tom Ford (unisex) ~ 2016,https://www.fragrantica.com/perfume/Tom-Ford/Soleil-Blanc-34893.html,29,19,2016,75,48,10,0.19583333333333333,0.6041666666666666,75.0,543.0,0.5666666666666667
Ivoire Pierre Balmain (female) ~ 2012,https://www.fragrantica.com/perfume/Pierre-Balmain/Ivoire-15557.html,29,20,2012,76,49,9,0.19166666666666668,0.5918367346938775,76.0,542.0,0.5573770491803278
Sensuous Nude Estée Lauder (female) ~ 2011,https://www.fragrantica.com/perfume/Estee-Lauder/Sensuous-Nude-12219.html,25,12,2011,77,37,13,0.20833333333333334,0.6756756756756757,77.0,541.0,0.6122448979591837
Cristalle Eau de Toilette Chanel (female) ~ 1974,https://www.fragrantica.com/perfume/Chanel/Cristalle-Eau-de-Toilette-12.html,23,8,1974,78,31,15,0.21666666666666667,0.7419354838709677,78.0,540.0,0.6511627906976745
Vent Vert Pierre Balmain (female) ~ 1991,https://www.fragrantica.com/perfume/Pierre-Balmain/Vent-Vert-3820.html,23,9,1991,79,32,14,0.21250000000000002,0.71875,79.0,539.0,0.6363636363636364
Shalimar Cologne Guerlain (female) ~ 2015,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Cologne-30842.html,44,52,2015,80,96,-8,0.12083333333333335,0.4583333333333333,80.0,538.0,0.4537037037037037
Miss Dior Blooming Bouquet Dior (female) ~ 2014,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Blooming-Bouquet-23280.html,31,26,2014,81,57,5,0.17500000000000002,0.543859649122807,81.0,537.0,0.5217391304347826
Sauvage Dior (male) ~ 2015,https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html,54,73,2015,82,127,-19,0.07500000000000001,0.4251968503937008,82.0,536.0,0.4244604316546763
Acqua di Parma Colonia Acqua di Parma (unisex) ~ 1916,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-1681.html,21,7,1916,83,28,14,0.21250000000000002,0.75,83.0,535.0,0.65
Costa Azzurra Tom Ford (unisex) ~ 2014,https://www.fragrantica.com/perfume/Tom-Ford/Costa-Azzurra-25482.html,22,9,2014,84,31,13,0.20833333333333334,0.7096774193548387,84.0,534.0,0.627906976744186
La Chasse aux Papillons L'Artisan Parfumeur (unisex) ~ 1999,https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/La-Chasse-aux-Papillons-1268.html,22,9,1999,85,31,13,0.20833333333333334,0.7096774193548387,85.0,533.0,0.627906976744186
Chanel N°5 Eau Premiere Chanel (female) ~ 2008,https://www.fragrantica.com/perfume/Chanel/Chanel-N05-Eau-Premiere-1360.html,34,34,2008,86,68,0,0.15416666666666667,0.5,86.0,532.0,0.4875
Calyx Prescriptives (female) ~ 1987,https://www.fragrantica.com/perfume/Prescriptives/Calyx-5458.html,24,14,1987,87,38,10,0.19583333333333333,0.631578947368421,87.0,531.0,0.58
Acqua di parma Blue Mediterraneo - Mirto di Panarea Acqua di Parma (unisex) ~ 2008,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-parma-Blue-Mediterraneo-Mirto-di-Panarea-3108.html,17,1,2008,88,18,16,0.22083333333333333,0.9444444444444444,88.0,530.0,0.7333333333333333
Womanity Mugler (female) ~ 2010,https://www.fragrantica.com/perfume/Mugler/Womanity-8766.html,49,66,2010,89,115,-17,0.08333333333333334,0.4260869565217391,89.0,529.0,0.4251968503937008
Infusion d'Iris Eau de Toilette Prada (female) ~ 2010,https://www.fragrantica.com/perfume/Prada/Infusion-d-Iris-Eau-de-Toilette-9715.html,29,26,2010,90,55,3,0.16666666666666669,0.5272727272727272,90.0,528.0,0.5074626865671642
Aqua Universalis Forte Maison Francis Kurkdjian (unisex) ~ 2011,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-Forte-12710.html,20,8,2011,91,28,12,0.20416666666666666,0.7142857142857143,91.0,527.0,0.625
Italian Summer Fig The Body Shop (unisex) ~ 2015,https://www.fragrantica.com/perfume/The-Body-Shop/Italian-Summer-Fig-31458.html,21,10,2015,92,31,11,0.2,0.6774193548387096,92.0,526.0,0.6046511627906976
Diorissimo Dior (female) ~ 1956,https://www.fragrantica.com/perfume/Dior/Diorissimo-224.html,19,6,1956,93,25,13,0.20833333333333334,0.76,93.0,525.0,0.6486486486486487
Beach Walk Maison Martin Margiela (female) ~ 2012,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Beach-Walk-15261.html,22,14,2012,94,36,8,0.1875,0.6111111111111112,94.0,524.0,0.5625
Yellow Diamond Versace (female) ~ 2011,https://www.fragrantica.com/perfume/Versace/Yellow-Diamond-13064.html,27,24,2011,95,51,3,0.16666666666666669,0.5294117647058824,95.0,523.0,0.5079365079365079
Fleur de Corail Lolita Lempicka (female) ~ 2008,https://www.fragrantica.com/perfume/Lolita-Lempicka/Fleur-de-Corail-3005.html,23,18,2008,96,41,5,0.17500000000000002,0.5609756097560976,96.0,522.0,0.5283018867924528
Omnia Paraiba Bvlgari (female) ~ 2015,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Paraiba-32093.html,18,8,2015,97,26,10,0.19583333333333333,0.6923076923076923,97.0,521.0,0.6052631578947368
Bright Crystal Versace (female) ~ 2006,https://www.fragrantica.com/perfume/Versace/Bright-Crystal-632.html,43,59,2006,98,102,-16,0.08750000000000001,0.4215686274509804,98.0,520.0,0.42105263157894735
L'Eau par Kenzo pour Homme Kenzo (male) ~ 1999,https://www.fragrantica.com/perfume/Kenzo/L-Eau-par-Kenzo-pour-Homme-79.html,20,13,1999,99,33,7,0.18333333333333335,0.6060606060606061,99.0,519.0,0.5555555555555556
Ralph Ralph Lauren (female) ~ 2000,https://www.fragrantica.com/perfume/Ralph-Lauren/Ralph-826.html,22,17,2000,100,39,5,0.17500000000000002,0.5641025641025641,100.0,518.0,0.5294117647058824
Eau de Gentiane Blanche Hermès (unisex) ~ 2009,https://www.fragrantica.com/perfume/Hermes/Eau-de-Gentiane-Blanche-6063.html,19,11,2009,101,30,8,0.1875,0.6333333333333333,101.0,517.0,0.5714285714285714
Acqua di Parma Blu Mediterraneo Bergamotto di Calabria Acqua di Parma (unisex) ~ 2010,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Bergamotto-di-Calabria-7826.html,16,5,2010,102,21,11,0.2,0.7619047619047619,102.0,516.0,0.6363636363636364
Wood Sage & Sea Salt Jo Malone London (unisex) ~ 2014,https://www.fragrantica.com/perfume/Jo-Malone-London/Wood-Sage-Sea-Salt-25529.html,15,3,2014,103,18,12,0.20416666666666666,0.8333333333333334,103.0,515.0,0.6666666666666666
Les Exclusifs de Chanel Eau de Cologne Chanel (female) ~ 2007,https://www.fragrantica.com/perfume/Chanel/Les-Exclusifs-de-Chanel-Eau-de-Cologne-7130.html,20,14,2007,104,34,6,0.17916666666666667,0.5882352941176471,104.0,514.0,0.5434782608695652
Dune Pour Homme Dior (male) ~ 1997,https://www.fragrantica.com/perfume/Dior/Dune-Pour-Homme-235.html,19,12,1997,105,31,7,0.18333333333333335,0.6129032258064516,105.0,513.0,0.5581395348837209
La Collection In Love Again Yves Saint Laurent (female) ~ 2011,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Collection-In-Love-Again-13733.html,18,10,2011,106,28,8,0.1875,0.6428571428571429,106.0,512.0,0.575
Eau de Pamplemousse Rose Hermès (unisex) ~ 2009,https://www.fragrantica.com/perfume/Hermes/Eau-de-Pamplemousse-Rose-6064.html,16,6,2009,107,22,10,0.19583333333333333,0.7272727272727273,107.0,511.0,0.6176470588235294
Miss Dior Cherie L'Eau Dior (female) ~ 2009,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Cherie-L-Eau-5722.html,18,11,2009,108,29,7,0.18333333333333335,0.6206896551724138,108.0,510.0,0.5609756097560976
Agua del Sol Escada (female) ~ 2016,https://www.fragrantica.com/perfume/Escada/Agua-del-Sol-32741.html,27,30,2016,109,57,-3,0.14166666666666666,0.47368421052631576,109.0,509.0,0.463768115942029
Eau d'Eden Cacharel (female) ~ 1996,https://www.fragrantica.com/perfume/Cacharel/Eau-d-Eden-245.html,16,8,1996,110,24,8,0.1875,0.6666666666666666,110.0,508.0,0.5833333333333334
Ange Ou Demon Le Secret (2014) Givenchy (female) ~ 2014,https://www.fragrantica.com/perfume/Givenchy/Ange-Ou-Demon-Le-Secret-2014-23362.html,27,31,2014,111,58,-4,0.1375,0.46551724137931033,111.0,507.0,0.45714285714285713
Rosabotanica Balenciaga (female) ~ 2013,https://www.fragrantica.com/perfume/Balenciaga/Rosabotanica-21987.html,25,27,2013,112,52,-2,0.14583333333333334,0.4807692307692308,112.0,506.0,0.46875
Aqua Allegoria Teazzurra Guerlain (unisex) ~ 2015,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Teazzurra-29396.html,15,7,2015,113,22,8,0.1875,0.6818181818181818,113.0,505.0,0.5882352941176471
L'Eau de Chloe Chloé (female) ~ 2012,https://www.fragrantica.com/perfume/Chloe/L-Eau-de-Chloe-14000.html,16,9,2012,114,25,7,0.18333333333333335,0.64,114.0,504.0,0.5675675675675675
Light Blue Eau Intense Pour Homme Dolce&Gabbana (male) ~ 2017,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Eau-Intense-Pour-Homme-44035.html,23,24,2017,115,47,-1,0.15,0.48936170212765956,115.0,503.0,0.4745762711864407
Eau Sauvage Cologne Dior (male) ~ 2015,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Cologne-30854.html,15,8,2015,116,23,7,0.18333333333333335,0.6521739130434783,116.0,502.0,0.5714285714285714
DKNY Be Delicious Donna Karan (female) ~ 2004,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-498.html,22,22,2004,117,44,0,0.15416666666666667,0.5,117.0,501.0,0.48214285714285715
Miracle Lancôme (female) ~ 2000,https://www.fragrantica.com/perfume/Lancome/Miracle-184.html,21,20,2000,118,41,1,0.15833333333333335,0.5121951219512195,118.0,500.0,0.49056603773584906
1881 Cerruti (female) ~ 1995,https://www.fragrantica.com/perfume/Cerruti/1881-327.html,15,8,1995,119,23,7,0.18333333333333335,0.6521739130434783,119.0,499.0,0.5714285714285714
Acqua di Gio Giorgio Armani (female) ~ 1995,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-411.html,14,6,1995,120,20,8,0.1875,0.7,120.0,498.0,0.59375
Aqua Allegoria Pera Granita Guerlain (female) ~ 2016,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Pera-Granita-35554.html,22,23,2016,121,45,-1,0.15,0.4888888888888889,121.0,497.0,0.47368421052631576
