name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Neroli Portofino Tom Ford (unisex) ~ 2011,https://www.fragrantica.com/perfume/Tom-Ford/Neroli-Portofino-12192.html,215,122,2011,25,337,93,0.17507418397626115,0.6379821958456974,25.0,415.0,0.6232686980609419
Allure Homme Sport Eau Extreme Chanel (male) ~ 2012,https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Sport-Eau-Extreme-14669.html,191,77,2012,26,268,114,0.20623145400593473,0.7126865671641791,26.0,414.0,0.6883561643835616
Acqua di Sale Profumum Roma (unisex) ~ 2000,https://www.fragrantica.com/perfume/Profumum-Roma/Acqua-di-Sale-3886.html,194,95,2000,27,289,99,0.18397626112759644,0.671280276816609,27.0,413.0,0.6517571884984026
Light Blue Forever pour Homme Dolce&Gabbana (male) ~ 2021,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Forever-pour-Homme-66556.html,187,91,2021,28,278,96,0.1795252225519288,0.6726618705035972,28.0,412.0,0.652317880794702
Aqva Amara Bvlgari (male) ~ 2014,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Amara-22675.html,190,114,2014,29,304,76,0.14985163204747776,0.625,29.0,411.0,0.6097560975609756
Costa Azzurra Tom Ford (unisex) ~ 2021,https://www.fragrantica.com/perfume/Tom-Ford/Costa-Azzurra-64617.html,194,125,2021,30,319,69,0.1394658753709199,0.6081504702194357,30.0,410.0,0.5947521865889213
Kenzo Homme Eau de Toilette Intense Kenzo (male) ~ 2021,https://www.fragrantica.com/perfume/Kenzo/Kenzo-Homme-Eau-de-Toilette-Intense-67899.html,178,97,2021,31,275,81,0.1572700296735905,0.6472727272727272,31.0,409.0,0.6287625418060201
Acqua di Parma Blu Mediterraneo - Fico di Amalfi Acqua di Parma (unisex) ~ 2006,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Fico-di-Amalfi-1687.html,157,60,2006,32,217,97,0.18100890207715134,0.7235023041474654,32.0,408.0,0.6929460580912863
Ganymede Marc-Antoine Barrois (unisex) ~ 2019,https://www.fragrantica.com/perfume/Marc-Antoine-Barrois/Ganymede-54720.html,194,138,2019,33,332,56,0.12017804154302672,0.5843373493975904,33.0,407.0,0.5730337078651685
Bleu de Chanel Eau de Parfum Chanel (male) ~ 2014,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Eau-de-Parfum-25967.html,162,74,2014,34,236,88,0.16765578635014838,0.6864406779661016,34.0,406.0,0.6615384615384615
Aqva Pour Homme Atlantiqve Bvlgari (male) ~ 2017,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Pour-Homme-Atlantiqve-42856.html,179,113,2017,35,292,66,0.13501483679525222,0.613013698630137,35.0,405.0,0.5981012658227848
Sedley Parfums de Marly (unisex) ~ 2019,https://www.fragrantica.com/perfume/Parfums-de-Marly/Sedley-56273.html,162,87,2019,36,249,75,0.1483679525222552,0.6506024096385542,36.0,404.0,0.63003663003663
Y Eau de Parfum Yves Saint Laurent (male) ~ 2018,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-50757.html,170,106,2018,37,276,64,0.13204747774480713,0.6159420289855072,37.0,403.0,0.6
Sailing Day Maison Martin Margiela (unisex) ~ 2017,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Sailing-Day-47891.html,179,131,2017,38,310,48,0.1083086053412463,0.5774193548387097,38.0,402.0,0.5658682634730539
Artisan Pure John Varvatos (male) ~ 2017,https://www.fragrantica.com/perfume/John-Varvatos/Artisan-Pure-46623.html,144,78,2017,39,222,66,0.13501483679525222,0.6486486486486487,39.0,401.0,0.6260162601626016
Sel Marin James Heeley (unisex),https://www.fragrantica.com/perfume/James-Heeley/Sel-Marin-7852.html,126,53,0,40,179,73,0.1454005934718101,0.7039106145251397,40.0,400.0,0.6699507389162561
L'eau d'Issey Issey Miyake (female) ~ 1992,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,138,91,1992,41,229,47,0.10682492581602375,0.6026200873362445,41.0,399.0,0.5849802371541502
Womanity Mugler (female) ~ 2010,https://www.fragrantica.com/perfume/Mugler/Womanity-8766.html,145,116,2010,42,261,29,0.08011869436201781,0.5555555555555556,42.0,398.0,0.543859649122807
Light Blue pour Homme Italian Love Dolce&Gabbana (male) ~ 2022,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-pour-Homme-Italian-Love-72622.html,123,72,2022,43,195,51,0.11275964391691395,0.6307692307692307,43.0,397.0,0.6073059360730594
Un Jardin en Méditerranée Hermès (unisex) ~ 2003,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-en-Mediterranee-19.html,119,65,2003,44,184,54,0.11721068249258161,0.6467391304347826,44.0,396.0,0.6201923076923077
Turathi Blue Afnan (male) ~ 2021,https://www.fragrantica.com/perfume/Afnan/Turathi-Blue-70839.html,120,70,2021,45,190,50,0.1112759643916914,0.631578947368421,45.0,395.0,0.6074766355140186
L’Homme Ideal Cologne Guerlain (male) ~ 2015,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Cologne-30620.html,114,61,2015,46,175,53,0.11572700296735906,0.6514285714285715,46.0,394.0,0.6231155778894473
Chrome Azzaro (male) ~ 1996,https://www.fragrantica.com/perfume/Azzaro/Chrome-788.html,126,87,1996,47,213,39,0.09495548961424333,0.5915492957746479,47.0,393.0,0.5738396624472574
Un Jardin Sur La Lagune Hermès (unisex) ~ 2019,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-La-Lagune-53373.html,127,94,2019,48,221,33,0.08605341246290801,0.5746606334841629,48.0,392.0,0.5591836734693878
Hawas for Him Rasasi (male) ~ 2015,https://www.fragrantica.com/perfume/Rasasi/Hawas-for-Him-46890.html,133,106,2015,49,239,27,0.0771513353115727,0.5564853556485355,49.0,391.0,0.5437262357414449
Acqua di Gio Essenza Giorgio Armani (male) ~ 2012,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Essenza-14825.html,119,81,2012,50,200,38,0.09347181008902078,0.595,50.0,390.0,0.5758928571428571
Oud Minérale Tom Ford (unisex) ~ 2017,https://www.fragrantica.com/perfume/Tom-Ford/Oud-Minerale-45192.html,120,91,2017,51,211,29,0.08011869436201781,0.5687203791469194,51.0,389.0,0.5531914893617021
Squid Zoologist Perfumes (unisex) ~ 2019,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Squid-56294.html,108,72,2019,52,180,36,0.09050445103857567,0.6,52.0,388.0,0.5784313725490197
Ocean di Gioia Giorgio Armani (female) ~ 2020,https://www.fragrantica.com/perfume/Giorgio-Armani/Ocean-di-Gioia-59809.html,109,75,2020,53,184,34,0.08753709198813056,0.592391304347826,53.0,387.0,0.5721153846153846
Armani Privé Bleu Turquoise Giorgio Armani (unisex) ~ 2018,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Bleu-Turquoise-48060.html,93,43,2018,54,136,50,0.1112759643916914,0.6838235294117647,54.0,386.0,0.64375
Missoni Wave Missoni (male) ~ 2020,https://www.fragrantica.com/perfume/Missoni/Missoni-Wave-61329.html,91,45,2020,55,136,46,0.10534124629080119,0.6691176470588235,55.0,385.0,0.63125
Torino21 Xerjoff (unisex) ~ 2021,https://www.fragrantica.com/perfume/Xerjoff/Torino21-70424.html,92,49,2021,56,141,43,0.10089020771513353,0.6524822695035462,56.0,384.0,0.6181818181818182
Eau des Merveilles Hermès (female) ~ 2004,https://www.fragrantica.com/perfume/Hermes/Eau-des-Merveilles-9.html,110,94,2004,57,204,16,0.060830860534124634,0.5392156862745098,57.0,383.0,0.5263157894736842
Green Irish Tweed Creed (male) ~ 1985,https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html,97,68,1985,58,165,29,0.08011869436201781,0.5878787878787879,58.0,382.0,0.5661375661375662
Light Blue pour Homme Dolce&Gabbana (male) ~ 2007,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-pour-Homme-1068.html,83,45,2007,59,128,38,0.09347181008902078,0.6484375,59.0,381.0,0.6118421052631579
Olympéa Paco Rabanne (female) ~ 2015,https://www.fragrantica.com/perfume/Paco-Rabanne/Olympea-31666.html,94,72,2015,60,166,22,0.06973293768545995,0.5662650602409639,60.0,380.0,0.5473684210526316
Explorer Montblanc (male) ~ 2019,https://www.fragrantica.com/perfume/Montblanc/Explorer-52002.html,73,32,2019,61,105,41,0.09792284866468844,0.6952380952380952,61.0,379.0,0.6434108527131783
EGE / ΑΙΓΑΙΟ Nishane (unisex) ~ 2020,https://www.fragrantica.com/perfume/Nishane/EGE-AIGAIO-64092.html,88,63,2020,62,151,25,0.0741839762611276,0.5827814569536424,62.0,378.0,0.56
Cool Water Intense Davidoff (male) ~ 2019,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-Intense-55266.html,94,76,2019,63,170,18,0.06379821958456974,0.5529411764705883,63.0,377.0,0.5360824742268041
Cool Water Davidoff (female) ~ 1996,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-508.html,90,70,1996,64,160,20,0.06676557863501484,0.5625,64.0,376.0,0.5434782608695652
Light Blue Eau Intense Dolce&Gabbana (female) ~ 2017,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Eau-Intense-44034.html,80,52,2017,65,132,28,0.07863501483679526,0.6060606060606061,65.0,375.0,0.5769230769230769
Azzaro Chrome Extreme Azzaro (male) ~ 2020,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Chrome-Extreme-59020.html,77,48,2020,66,125,29,0.08011869436201781,0.616,66.0,374.0,0.5838926174496645
4711 Original Eau de Cologne 4711 (unisex),https://www.fragrantica.com/perfume/4711/4711-Original-Eau-de-Cologne-3256.html,83,63,0,67,146,20,0.06676557863501484,0.5684931506849316,67.0,373.0,0.5470588235294118
Kenzo pour Homme Kenzo (male) ~ 1991,https://www.fragrantica.com/perfume/Kenzo/Kenzo-pour-Homme-77.html,82,63,1991,68,145,19,0.06528189910979229,0.5655172413793104,68.0,372.0,0.5443786982248521
Club de Nuit Milestone Armaf (unisex) ~ 2019,https://www.fragrantica.com/perfume/Armaf/Club-de-Nuit-Milestone-64104.html,81,61,2019,69,142,20,0.06676557863501484,0.5704225352112676,69.0,371.0,0.5481927710843374
Philosykos Eau de Toilette Diptyque (unisex) ~ 1996,https://www.fragrantica.com/perfume/Diptyque/Philosykos-Eau-de-Toilette-72040.html,72,45,1996,70,117,27,0.0771513353115727,0.6153846153846154,70.0,370.0,0.5815602836879432
Mandarino di Amalfi Tom Ford (unisex) ~ 2014,https://www.fragrantica.com/perfume/Tom-Ford/Mandarino-di-Amalfi-25481.html,65,34,2014,71,99,31,0.08308605341246292,0.6565656565656566,71.0,369.0,0.6097560975609756
Polo Blue Eau de Parfum Ralph Lauren (male) ~ 2016,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-Eau-de-Parfum-38051.html,69,43,2016,72,112,26,0.07566765578635015,0.6160714285714286,72.0,368.0,0.5808823529411765
Elysium Pour Homme Parfum Cologne Roja Dove (male) ~ 2017,https://www.fragrantica.com/perfume/Roja-Dove/Elysium-Pour-Homme-Parfum-Cologne-46296.html,65,35,2017,73,100,30,0.08160237388724037,0.65,73.0,367.0,0.6048387096774194
Luna Rossa Ocean Eau de Parfum Prada (male) ~ 2023,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Ocean-Eau-de-Parfum-81280.html,72,51,2023,74,123,21,0.06824925816023739,0.5853658536585366,74.0,366.0,0.5578231292517006
Chance Eau Fraiche Chanel (female) ~ 2007,https://www.fragrantica.com/perfume/Chanel/Chance-Eau-Fraiche-1483.html,73,55,2007,75,128,18,0.06379821958456974,0.5703125,75.0,365.0,0.5460526315789473
Beach Hut Man Amouage (male) ~ 2017,https://www.fragrantica.com/perfume/Amouage/Beach-Hut-Man-46336.html,65,42,2017,76,107,23,0.0712166172106825,0.6074766355140186,76.0,364.0,0.5725190839694656
Legend Spirit Montblanc (male) ~ 2016,https://www.fragrantica.com/perfume/Montblanc/Legend-Spirit-33443.html,64,42,2016,77,106,22,0.06973293768545995,0.6037735849056604,77.0,363.0,0.5692307692307692
Black Sea Lorenzo Pazzaglia (unisex) ~ 2019,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Black-Sea-69652.html,66,48,2019,78,114,18,0.06379821958456974,0.5789473684210527,78.0,362.0,0.5507246376811594
Eros Versace (male) ~ 2012,https://www.fragrantica.com/perfume/Versace/Eros-16657.html,67,51,2012,79,118,16,0.060830860534124634,0.5677966101694916,79.0,361.0,0.5422535211267606
Encre Noire Sport Lalique (male) ~ 2013,https://www.fragrantica.com/perfume/Lalique/Encre-Noire-Sport-21369.html,60,38,2013,80,98,22,0.06973293768545995,0.6122448979591837,80.0,360.0,0.5737704918032787
Kenzo Homme Marine Kenzo (male) ~ 2023,https://www.fragrantica.com/perfume/Kenzo/Kenzo-Homme-Marine-80042.html,67,54,2023,81,121,13,0.05637982195845698,0.5537190082644629,81.0,359.0,0.5310344827586206
Polo Blue Ralph Lauren (male) ~ 2003,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-1198.html,57,38,2003,82,95,19,0.06528189910979229,0.6,82.0,358.0,0.5630252100840336
Versace Pour Femme Dylan Turquoise Versace (female) ~ 2020,https://www.fragrantica.com/perfume/Versace/Versace-Pour-Femme-Dylan-Turquoise-62966.html,63,52,2020,83,115,11,0.053412462908011875,0.5478260869565217,83.0,357.0,0.5251798561151079
A'mmare Carthusia (unisex) ~ 2021,https://www.fragrantica.com/perfume/Carthusia/A-mmare-67862.html,53,35,2021,84,88,18,0.06379821958456974,0.6022727272727273,84.0,356.0,0.5625
Bohemian Lime Goldfield & Banks Australia (unisex) ~ 2020,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Bohemian-Lime-60923.html,54,39,2020,85,93,15,0.059347181008902086,0.5806451612903226,85.0,355.0,0.5470085470085471
Un Jardin Apres la Mousson Hermès (unisex) ~ 2008,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Apres-la-Mousson-2736.html,51,33,2008,86,84,18,0.06379821958456974,0.6071428571428571,86.0,354.0,0.5648148148148148
Imagination Louis Vuitton (male) ~ 2021,https://www.fragrantica.com/perfume/Louis-Vuitton/Imagination-67370.html,45,23,2021,87,68,22,0.06973293768545995,0.6617647058823529,87.0,353.0,0.5978260869565217
L'Eau par Kenzo Kenzo (female) ~ 1996,https://www.fragrantica.com/perfume/Kenzo/L-Eau-par-Kenzo-78.html,47,28,1996,88,75,19,0.06528189910979229,0.6266666666666667,88.0,352.0,0.5757575757575758
Costa Azzurra Acqua Tom Ford (unisex) ~ 2019,https://www.fragrantica.com/perfume/Tom-Ford/Costa-Azzurra-Acqua-52789.html,50,36,2019,89,86,14,0.05786350148367953,0.5813953488372093,89.0,351.0,0.5454545454545454
Polo Deep Blue Parfum Ralph Lauren (male) ~ 2020,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Deep-Blue-Parfum-59650.html,46,29,2020,90,75,17,0.06231454005934718,0.6133333333333333,90.0,350.0,0.5656565656565656
Vanilla Vibes Juliette Has A Gun (unisex) ~ 2019,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Vanilla-Vibes-54878.html,59,57,2019,91,116,2,0.040059347181008904,0.5086206896551724,91.0,349.0,0.4928571428571429
Acqua di Gio Giorgio Armani (female) ~ 1995,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-411.html,55,50,1995,92,105,5,0.04451038575667656,0.5238095238095238,92.0,348.0,0.5038759689922481
A Drop d'Issey Eau de Parfum Fraiche Issey Miyake (female) ~ 2022,https://www.fragrantica.com/perfume/Issey-Miyake/A-Drop-d-Issey-Eau-de-Parfum-Fraiche-73900.html,47,35,2022,93,82,12,0.05489614243323443,0.573170731707317,93.0,347.0,0.5377358490566038
Lys Mediterranee Frederic Malle (unisex) ~ 2000,https://www.fragrantica.com/perfume/Frederic-Malle/Lys-Mediterranee-4640.html,45,32,2000,94,77,13,0.05637982195845698,0.5844155844155844,94.0,346.0,0.5445544554455446
Erolfa Creed (male) ~ 1992,https://www.fragrantica.com/perfume/Creed/Erolfa-4248.html,45,32,1992,95,77,13,0.05637982195845698,0.5844155844155844,95.0,345.0,0.5445544554455446
Seahorse Zoologist Perfumes (unisex) ~ 2021,https://www.fragrantica.com/perfume/Zoologist-Perfumes/Seahorse-69386.html,51,45,2021,96,96,6,0.045994065281899116,0.53125,96.0,344.0,0.5083333333333333
Laguna Salvador Dali (female) ~ 1991,https://www.fragrantica.com/perfume/Salvador-Dali/Laguna-768.html,45,34,1991,97,79,11,0.053412462908011875,0.569620253164557,97.0,343.0,0.5339805825242718
Beach Walk Maison Martin Margiela (female) ~ 2012,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Beach-Walk-15261.html,57,60,2012,98,117,-3,0.032640949554896145,0.48717948717948717,98.0,342.0,0.475177304964539
Air di Gioia Giorgio Armani (female) ~ 2016,https://www.fragrantica.com/perfume/Giorgio-Armani/Air-di-Gioia-36599.html,50,47,2016,99,97,3,0.04154302670623146,0.5154639175257731,99.0,341.0,0.49586776859504134
Allure Homme Edition Blanche Eau de Parfum Chanel (male) ~ 2014,https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Edition-Blanche-Eau-de-Parfum-28942.html,37,22,2014,100,59,15,0.059347181008902086,0.6271186440677966,100.0,340.0,0.5662650602409639
On The Beach Louis Vuitton (unisex) ~ 2021,https://www.fragrantica.com/perfume/Louis-Vuitton/On-The-Beach-66060.html,43,36,2021,101,79,7,0.04747774480712166,0.5443037974683544,101.0,339.0,0.5145631067961165
Acqua di Parma Blu Mediterraneo Arancia di Capri Acqua di Parma (unisex) ~ 1999,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Arancia-di-Capri-1685.html,33,21,1999,102,54,12,0.05489614243323443,0.6111111111111112,102.0,338.0,0.5512820512820513
Acqua di Giò Absolu Giorgio Armani (male) ~ 2018,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Absolu-48138.html,39,34,2018,103,73,5,0.04451038575667656,0.5342465753424658,103.0,337.0,0.5051546391752577
A Drop d'Issey Issey Miyake (female) ~ 2021,https://www.fragrantica.com/perfume/Issey-Miyake/A-Drop-d-Issey-66334.html,43,45,2021,104,88,-2,0.0341246290801187,0.48863636363636365,104.0,336.0,0.4732142857142857
Acqua di Giò Profondo Lights Giorgio Armani (male) ~ 2021,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profondo-Lights-66265.html,53,67,2021,105,120,-14,0.016320474777448073,0.44166666666666665,105.0,335.0,0.4375
Rem Reminiscence (unisex) ~ 1996,https://www.fragrantica.com/perfume/Reminiscence/Rem-2260.html,34,31,1996,106,65,3,0.04154302670623146,0.5230769230769231,106.0,334.0,0.4943820224719101
Ralph Ralph Lauren (female) ~ 2000,https://www.fragrantica.com/perfume/Ralph-Lauren/Ralph-826.html,32,27,2000,107,59,5,0.04451038575667656,0.5423728813559322,107.0,333.0,0.5060240963855421
Legend Eau de Parfum Montblanc (male) ~ 2020,https://www.fragrantica.com/perfume/Montblanc/Legend-Eau-de-Parfum-62583.html,35,33,2020,108,68,2,0.040059347181008904,0.5147058823529411,108.0,332.0,0.4891304347826087
Gaultier Divine Jean Paul Gaultier (female) ~ 2023,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Gaultier-Divine-83889.html,61,86,2023,109,147,-25,0.0,0.41496598639455784,109.0,331.0,0.4152046783625731
Aqua Media Cologne Forte Maison Francis Kurkdjian (unisex) ~ 2023,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Media-Cologne-Forte-82030.html,36,37,2023,110,73,-1,0.03560830860534125,0.4931506849315068,110.0,330.0,0.4742268041237113
Aqua Universalis Forte Maison Francis Kurkdjian (unisex) ~ 2011,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-Forte-12710.html,31,27,2011,111,58,4,0.04302670623145401,0.5344827586206896,111.0,329.0,0.5
Escape for Men Calvin Klein (male) ~ 1993,https://www.fragrantica.com/perfume/Calvin-Klein/Escape-for-Men-272.html,41,48,1993,112,89,-7,0.026706231454005937,0.4606741573033708,112.0,328.0,0.45132743362831856
Aqva Divina Bvlgari (female) ~ 2015,https://www.fragrantica.com/perfume/Bvlgari/Aqva-Divina-29442.html,35,36,2015,113,71,-1,0.03560830860534125,0.49295774647887325,113.0,327.0,0.47368421052631576
Bois Impérial Essential Parfums (unisex) ~ 2020,https://www.fragrantica.com/perfume/Essential-Parfums/Bois-Imperial-64338.html,30,26,2020,114,56,4,0.04302670623145401,0.5357142857142857,114.0,326.0,0.5
Blanche Byredo (female) ~ 2009,https://www.fragrantica.com/perfume/Byredo/Blanche-6686.html,33,33,2009,115,66,0,0.0370919881305638,0.5,115.0,325.0,0.4777777777777778
Invictus Legend Paco Rabanne (male) ~ 2019,https://www.fragrantica.com/perfume/Paco-Rabanne/Invictus-Legend-54323.html,47,62,2019,116,109,-15,0.014836795252225522,0.43119266055045874,116.0,324.0,0.42857142857142855
CK One Calvin Klein (unisex) ~ 1994,https://www.fragrantica.com/perfume/Calvin-Klein/CK-One-276.html,21,10,1994,117,31,11,0.053412462908011875,0.6774193548387096,117.0,323.0,0.5636363636363636
Polo Blue Parfum Ralph Lauren (male) ~ 2022,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Blue-Parfum-73299.html,32,33,2022,118,65,-1,0.03560830860534125,0.49230769230769234,118.0,322.0,0.47191011235955055
Paula's Ibiza Loewe (unisex) ~ 2020,https://www.fragrantica.com/perfume/Loewe/Paula-s-Ibiza-60646.html,27,25,2020,119,52,2,0.040059347181008904,0.5192307692307693,119.0,321.0,0.4868421052631579
